_id,APPLICATION_DATE,COMPLETED_DATE,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ISSUED_DATE,PERMIT_NUM,PERMIT_TYPE,POSTAL,REVISION_NUM,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,STRUCTURE_TYPE
48564,2012-01-18,,"Proposal to construct a new 33 storey mixed use condo with ground floor retail, 412 residential units, and 5 levels of below grade parking with 163 parking spaces.
(TENTATIVE ADDRESS 8 MERCER ST)",388.54,88.79,2014-06-11,12 107739,New Building,M9N,0,Inspection, ,JOHN,60,ST,Mixed Use/Res w Non Res
48565,2012-01-20,,"Proposal to construct a 2 sty library building.  New address - 200 Fort York Blvd.  Also see active BLD permit for below grade parking connection 11 263561.  ""Fort York Bathurst Library"".actual address 190 Fort York Blvd.",408.5,0.0,2012-08-30,12 109059,New Building,   ,0,Inspection, ,FORT YORK,170,BLVD,Library
48566,2012-01-20,2013-04-25,Construct new retail/office complex BLD D,243,,2012-07-30,12 109230,New Building,   ,0,Closed, ,LEBOVIC,41,AVE,Multiple Use/Non Residential
48567,2012-01-20,2015-01-22,Proposed construction of a new (7) storey mixed-use building containing (72) residential units and commercial uses on the first floor.,397,,2013-09-17,12 109234,New Building,M8W,0,Closed,W,LAKE SHORE,3563,BLVD,Apartment Building
48568,2012-01-27,,permit to review installed green roof,227.29,0.0,2012-12-18,12 113376,Building Additions/Alterations,M5A,0,Inspection, ,SUMACH,52,ST,Apartment Building
48569,2012-01-31,2019-01-23,"New 31 storey office tower..  See building permit 10 255756 BLD for hotel portion.
Permit for construction of new mixed use building with Hotel and Retail uses.  PLEASE NOTE THAT UNDERGROUND PARKING GARAGE WILL SERVICE HOTEL BUILDING AS WELL AS NEW OFFICE BUILDING -  3 levels of underground parking - 379 parking spaces - plus 26 small car parking spaces - all spaces to be divided between buildings. - SEE REFERENCE PACKAGE OF NEW ",1827.57,126.09,2013-11-26,12 114933,New Building,   ,0,Closed, ,BREMNER,120,BLVD,Mixed Use/Res w Non Res
48570,2012-02-03,,New mixed use building consisting of 2. 14 storey towers connected by a 4 storey podium complete with ground floor commercial in each and 602 residential units above. Included in the proposal is a 4 storey below grade garage facility. ,2014,0.0,2013-07-17,12 117088,New Building,M6K,0,Inspection,W,KING,1030,ST,Mixed Use/Res w Non Res
48571,2012-02-08,2020-11-04,"Lanterra ( Yonge Lawrence ) 13 Storey Condominium  Building with 4 underground levels Parking.
Revised plans submitted January 12, 2015. (Recieved by Albert Smith). An additional $150,514.78 is owing for Parks Levy or the new units on the 13th floor.",342,0.0,2016-04-01,12 119084,New Building,M4N,0,Closed, ,YONGE,3018,ST,Apartment Building
48572,2012-02-17,2017-08-11,Permit to construct new 14 storey residential condominium building with 50  units.  The base of the building includes three 2-storey townhouses fronting on Shuter Street.  There are 42 parking spaces proposed within a three level underground garage accessed from an existing public lane.  A valet will take cars to the underground garage via a car elevator. - Please see 10 249540 STE 27 SA for Site Plan Approval application - and note site plan indicates 48 units where building permit indicates 50 units.,252,,2015-06-08,12 124662,New Building,M5A,0,Closed, ,SHUTER,102,ST,Apartment Building
48573,2012-02-17,,"CONSTRUCT NEW RETAIL BUILDING 'D""",1317,0.0,2014-05-22,12 124719,New Building,   ,0,Inspection, ,IRONSIDE,30,CRES,Retail Store
48574,2012-02-29,2016-11-16,Construction of 44 storey apartment building with 421 residential dwelling units plus 1 guest suite total 422 units.,361.12,0.0,2015-11-02,12 129679,New Building,M8Y,0,Closed, ,PARK LAWN,36,RD,Apartment Building
48575,2012-03-12,2017-09-15,Moatfield Foundation Operation - Three storey addition and renovation to the front the school.,810,,2012-09-25,12 135248,Building Additions/Alterations,M3B,0,Closed, ,MOATFIELD,85,DR,Elementary School
48576,2012-03-21,,Proposal to construct a 10 storey residential building consisting of 215 dwelling units and below grade parking spaces,578.4,0.0,2014-11-06,12 140070,New Building,M6S,0,Inspection, ,OLD MILL,2,DR,Apartment Building
48577,2012-03-28,,Proposal to construct a 6 sty condo with 28 residential units and ground floor retail.  NOTE:  See active stand alone shoring permit.,141,0.0,2014-05-13,12 144517,New Building,M6J,0,Inspection, ,OSSINGTON,41,AVE,Mixed Use/Res w Non Res
48578,2012-03-30,2021-04-23,Parkway Forest Community Centre,726,0.0,2014-03-20,12 146242,New Building,   ,0,Closed, ,FOREST MANOR,55,RD,Recreational
48579,2012-04-03,,"Proposal to construct a 13 sty condo with 249 residential units.  PHASE 2 - PARCEL ""F"".",1007,,2014-03-14,12 148129,New Building,   ,0,Inspection,E,KING,635,ST,Apartment Building
48580,2012-04-16,2014-09-25,construct new addition to existing building and interior alterations,473,,2013-06-26,12 154305,Building Additions/Alterations,M1L,0,Closed, ,WARDEN,930,AVE,College/Trade/Tech School/Training Cent.
48581,2012-05-02,,Proposal to construct new two storey community centre with indoor pools.,2000,,2013-03-21,12 165641,New Building,   ,0,Inspection, ,BLACK CREEK,115,DR,Community Hall
48582,2012-05-03,2016-10-18,"Proposal to construct a 11 sty condo with retail at grade and 1 level of below ground parking & above grade parking.  PAN-AM GAMES - BLOCKS 11 PHASE 2, WEST DON LANDS.  See Site Plan 11 314634.",4823,,2014-11-14,12 166355,New Building,M5A,0,Closed,E,FRONT,475,ST,Mixed Use/Res w Non Res
48583,2012-05-04,2017-12-27,This is for the a new 50 storey mixed use building.The Heritage Bldg @ 9 Grenville is to be relocated/maintained and the new Bldg constructed around it.There will be retail on the ground floor and residential above. There will be 495 residential units and 3 ground floor retail units. There will also be 5 levels of below grade parking garage with 126 parking spaces and 437 bicycle lockers. This is known as 21 Grenville Street. Refer to associated planning folders and OMB decision. ,118,70.8,2014-05-30,12 166727,New Building,M4Y,0,Closed, ,GRENVILLE,21,ST,Mixed Use/Res w Non Res
48584,2012-05-09,2016-10-14,"Proposal to construct 15 sty condo with 436 units, ground floor commercial, and 2 levels of below grade parking.  PAN-AM GAMES - BLOCK 4 - PHASE 2, WEST DON LANDS.",1701.4,,2015-10-14,12 170167,New Building,M5A,0,Closed,E,FRONT,475,ST,Mixed Use/Res w Non Res
48585,2012-05-11,2012-11-02,"Permit to demolish existing dwelling and construct new three storey detached single family dwelling with internal garage and a second and third floor roof deck. - See 12 144933 ZZC for Zoning Review.
NOTE: DO not issue Disk ---it has not been updated; just the certificate",85,,2012-05-31,12 171492,New Houses,M5R,0,Closed, ,WALMER,360,RD,SFD - Detached
48586,2012-05-16,,"To construct a new two (2) storey Office Building (Building ""A"").",1176.45,,2013-03-07,12 174617,New Building,   ,0,Inspection, ,GALAXY,165,BLVD,Office
48587,2012-05-16,2015-01-26,To construct an 8-storey seniors apartment building with a total of 139 dwelling units,568,,2014-01-15,12 174758,New Building,M8X,0,Closed,W,DUNDAS,4180,ST,Apartment Building
48588,2012-05-18,,"Block 25 South Tower and Podium - New Address will be 55 Belshaw. - Permit to construct new 29 storey mixed use building with 5 storey podium - First 2 levels mixed use commercial / retail / office space, remainder residential - 416 residential units - 2 levels below grade parking",1773.5,,2013-05-24,12 176280,New Building,M5T,0,Inspection,E,DUNDAS,591,ST,Mixed Use/Res w Non Res
48589,2012-05-28,,"Proposal to construct a 40 sty condo with commercial on ground floor, below and above grade parking, and 369 residential units.",350.7,0.0,2014-07-07,12 180974,New Building,M5V,0,Inspection,W,ADELAIDE,290,ST,Mixed Use/Res w Non Res
48590,2012-05-31,,"Proposed 6/7 storey mixed use building comprising 140 dwelling units. The building has a gross floor area of 10,421.0 square metres including 475 square metres of ground floor commercial space and 2 levels of underground parking.",477,,2013-09-18,12 183901,New Building,M2K,0,Inspection, ,REAN,18,DR,Mixed Use/Res w Non Res
48591,2012-06-01,2018-07-30,Construct new 9 storey mixed use building complete with 4 levels of below grade parking and ground floor retail space. included int h proposal is 38 residential dwelling units. ,114,,2014-01-29,12 185147,New Building,M5R,0,Closed, ,DAVENPORT,195,RD,Mixed Use/Res w Non Res
48592,2012-06-26,,"New 20 storey residential building ""Love Condo""",407,365.9,2014-11-06,12 200240,New Building,   ,0,Inspection, ,BONIS,0,AVE,Apartment Building
48593,2012-06-27,,Permit to construct new 30 Storey Residential Rental apartment building with 251 residential units above and 3 levels parking garage secured under related building permit 10-319982. ,637,0.0,2014-03-27,12 201776,New Building,M5P,0,Inspection, ,TWEEDSMUIR,310,AVE,Apartment Building
48594,2012-06-28,2014-10-08,construct new 6 224 m2 TDSB elementary school,1159,,2013-02-14,12 202451,New Building,   ,0,Closed, ,UPPER ROUGE,50,TRL,Elementary School
48595,2012-06-29,2015-01-30,Construct new Varsity Centre (2 storey below grade and 4 storey above grade multi-purpose facility For University of Toronto(Faculty of Physical Education) for High Performance Sports.,1080,,2013-06-28,12 203332,New Building,M5S,0,Closed, ,DEVONSHIRE,100,PL,University
48596,2012-07-04,,"43 storey condo with 483 units, linked together with 8 storey condo, two levels of amenedies,  and 4 levels of underground parking ",1287.6,0.0,2015-04-09,12 204706,New Building,   ,0,Inspection, ,ANN O'REILLY,55,RD,Apartment Building
48597,2012-07-09,2014-12-12,construct indoor swimming pool with restaurant and office space for PAN AM aquatic centre,60,,2013-10-29,12 207842,New Building,   ,0,Closed, ,MORNINGSIDE,875,AVE,Indoor Swimming Pool
48598,2012-07-11,2015-09-03,"Proposal to construct a 8 sty condo with 39 residential units, commercial at grade, and 1 level of below grade parking.  1243-1245 DUNDAS ST W.  See Demo and Site Plan.",183.0,,2015-08-24,12 209746,New Building,M6J,0,Closed,W,DUNDAS,1243,ST,Mixed Use/Res w Non Res
48599,2012-07-16,,Proposal to construct Phase 1 of addition to Irving Tissue Corporation,11773,,2013-02-01,12 211627,Building Additions/Alterations,M6M,0,Inspection, ,WESTON,1415,RD,Industrial
48600,2012-07-17,2016-07-22,"Demolition of existing dining facility , construction of new dining, athletics and wellness facility, also with two pools and connection  to existing elementary school, connection to existing pedestrian bridge on the east side.",786,,2013-07-05,12 213264,New Building,M4W,0,Closed, ,ELM,6,AVE,Other
48601,2014-02-05,2016-07-22,Proposal to revise the green roof.,764,0.0,2014-10-02,12 213264,New Building,M4W,1,Closed, ,ELM,6,AVE,Other
48602,2012-07-26,,Proposal to construct a 34 storey condo with 397 residential units and four levels of below grade parking. Toronto Parking Authority will occupy the upper two of the four levels of below grade parking. Residents' parking to occupy the lowest two levels with additional parking within adjacent #2345 Yonge St.,1081,,2015-04-14,12 219269,New Building,   ,0,Inspection, ,ROEHAMPTON,30,AVE,Mixed Use/Res w Non Res
48603,2012-07-31,2019-04-03,PHASE 2 - Permit to construct new 41 storey building with ground floor commercial space - 409 residentail units - 75 additional parking spaces (balance of PHASE 2) - 5 levels below grade parking. - 35 Bicycle parking spaces.,473,0.0,2015-03-05,12 221439,New Building,M5V,0,Closed,W,RICHMOND,199,ST,Mixed Use/Res w Non Res
48604,2012-08-02,,Proposed new development of 11 storey  (132 residential units) Condominium Apartment Building with retail component at the ground floor and underground parking areas.,387,0.0,2013-12-17,12 223573,New Building,M8V,0,Inspection, ,SUPERIOR,13,AVE,Mixed Use/Res w Non Res
48605,2012-08-16,2015-09-23,"Proposal to construct one 3 unit building, Shell Only (Building ""D, E, F"")",790,0.0,2012-12-10,12 230546,New Building,M8Z,0,Closed, ,THE QUEENSWAY,1602, ,Multiple Use/Non Residential
48606,2012-08-22,2016-07-08,construct a 19 storey condominium with 227 units,1519,0.0,2014-09-22,12 233929,New Building,M1R,0,Closed,E,LAWRENCE,2150,AVE,Apartment Building
48607,2012-08-24,2017-10-03,"Proposal to construct a 54 sty condo with ground floor commercial, 4 levels of below grade parking, and 798 residential units.",587,,2013-08-09,12 235082,New Building,   ,0,Closed, ,TEMPERANCE,70,ST,Mixed Use/Res w Non Res
48608,2012-08-27,,To construct new one storey multi-unit industrial building.,2459,,2013-04-17,12 236480,New Building,M9L,0,Inspection,W,STEELES,5533,AVE,Industrial
48609,2012-09-13,,"Construction of a 39-storey mixed-use building with 402 residential units, 5 level below grade parking and the first three levels will be used for a mix of retail and office components. This will be named ""PICASSO"".",501.75,11.35,2014-09-04,12 246001,New Building,M5V,0,Inspection,W,RICHMOND,318,ST,Mixed Use/Res w Non Res
48610,2012-09-14,2012-12-20,Green roof over detached garage. See permit file #12-115202.,53.6,,2012-10-04,12 246672,Small Residential Projects,M2N,0,Closed, ,NORTON,95,AVE,SFD - Detached
48611,2012-10-09,,construct a one storey City of Toronto Library ,814,,2013-05-09,12 260027,New Building,M1P,0,Inspection, ,BOROUGH,150,DR,Library
48612,2012-10-09,,Two storey WalMart.,2270,,2013-04-17,12 260121,New Building,M3J,0,Inspection, ,KEELE,3757,ST,Retail Mall/Plaza
48613,2012-10-10,2016-08-22,"34 storey residential apartment building with green roofs above the two and four storey residential portions, 359 dwelling units, linked (mechanically and electrically) with 2 blocks of three storey residential townhouses containing a total of 16 dwelling units all above three levels of underground parking",712,,2014-05-21,12 260361,New Building,   ,0,Closed,E,SHEPPARD,88,AVE,Apartment Building
48614,2012-10-11,,Proposal to construct a new 23 storey apartment building (please refer to 12-261326 DM) ,392,0.0,2014-01-29,12 261353,New Building,M4Y,0,Inspection, ,ISABELLA,66,ST,Apartment Building
48615,2012-10-19,,Non-public warehouse addition to the existing Ikea store,196.3,,2013-06-28,12 265687,Building Additions/Alterations,M8Z,0,Inspection, ,THE QUEENSWAY,1475, ,Retail Store
48616,2012-10-23,,"Construct a new 11 storey mixed use building with 236 residential units (14167m2), 3 levels of below grade parking (4941m2), green roof (1132m2), and commercial at grade (913m2).  See related Site Plan Approval file 11-237693 (still under review), OMB file 11-300231, and Rezoning file 12-104040 (still open)",1132.0,0.0,2015-08-04,12 266823,New Building,M5V,0,Inspection,W,ADELAIDE,434,ST,Mixed Use/Res w Non Res
48617,2012-11-07,2017-04-11,One storey addition to existing Wilson Carhouse with green roof - Wilson Station,1992,,2013-03-04,12 275376,Building Additions/Alterations,M3H,0,Closed, ,TRANSIT,160,RD,Industrial
48618,2012-11-13,,Proposal to construct two storey north side addition and interior alteration to existing shopping mall.,14306,,2013-09-30,12 278080,Building Additions/Alterations,M9C,0,Inspection, ,THE WEST MALL,25, ,Retail Store
48619,2012-11-22,,Proposal to construct a 21 sty condo with 3 levels of below grade parking and 406 residential units.  See stand alone shoring 12 123243.,447,,2017-12-11,12 283532,New Building,M6J,0,Inspection, ,ABELL,48,ST,Apartment Building
